host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,5,2 baths,2,3,1450,4.85,4.83,4.8,4.85,4.8,4.88,4.78,f,1.41
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,,1,700,4.61,4.78,4.68,4.85,4.61,4.93,4.76,f,1.45
within an hour,1,1,t,Holiday park,Entire home/apt,8,3 baths,2,2,5990,5,4.5,5,5,5,5,5,t,0.07
within an hour,1,0.94,t,Entire condo,Entire home/apt,4,1 bath,1,2,708,4.9,4.95,5,5,5,4.76,4.81,f,0.74
within a few hours,1,N/A,f,Private room in rental unit,Private room,1,1.5 baths,2,2,500,5,5,5,5,5,5,5,f,0.04
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,853,4.73,4.53,4.27,4.87,4.8,4.93,4.67,f,0.57
within an hour,0.83,1,t,Entire rental unit,Entire home/apt,3,2 baths,2,2,1000,4.86,4.86,4.91,4.91,4.86,4.95,4.64,f,0.76
N/A,N/A,N/A,t,Private room in loft,Private room,2,1 private bath,1,1,1097,5,5,5,5,5,5,5,f,0.05
within an hour,1,0.75,t,Casa particular,Entire home/apt,1,1 bath,1,1,500,5,5,5,5,5,5,5,t,0.04
N/A,N/A,1,t,Entire serviced apartment,Entire home/apt,4,1 bath,1,2,2036,5,5,5,5,5,5,5,f,0.04
within a day,1,1,t,Private room in rental unit,Private room,2,1 bath,1,1,449,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1.5 baths,1,2,1908,4.86,4.95,4.97,4.82,4.86,4.95,4.89,t,3.97
N/A,N/A,N/A,f,Private room in condo,Private room,1,0 shared baths,,1,300,,,,,,,,t,
within an hour,1,0.97,t,Private room in home,Private room,1,3 shared baths,1,1,344,4.33,4.67,4.33,4.5,4.67,4.67,4.17,f,0.35
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,551,4.8,4.75,4.95,4.85,4.75,4.6,4.65,t,0.69
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,914,4.46,4.66,4.49,4.85,4.71,4.59,4.59,f,1.54
within a day,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,2,2,990,4.94,4.94,4.94,4.94,4.94,4.82,4.94,t,0.6
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2.5 baths,2,3,2286,4.98,4.94,4.94,4.82,4.89,4.95,4.92,t,3.32
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,2113,4.85,4.8,4.9,4.93,4.9,4.78,4.85,f,1.39
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,3,1.5 baths,3,2,10000,5,5,5,5,5,5,5,t,0.03
within a day,0.91,0.93,t,Tiny home,Entire home/apt,8,3 baths,4,6,3450,5,5,5,5,5,5,5,f,0.04
within a few hours,1,0.8,t,Private room in rental unit,Private room,1,1 shared bath,1,1,320,4,5,4,5,5,5,3,f,0.5
within a few hours,1,0.79,t,Entire condo,Entire home/apt,6,2 baths,3,4,1100,4.89,4.61,4.89,4.72,4.94,4.67,4.83,f,0.65
a few days or more,0,0,t,Private room in rental unit,Private room,2,1 shared bath,1,1,350,,,,,,,,f,
within a day,1,0.5,t,Private room in rental unit,Private room,1,1.5 shared baths,1,1,450,,,,,,,,f,
within an hour,1,0.97,t,Private room in rental unit,Private room,2,1 shared bath,1,1,400,4.88,4.88,4.81,4.88,4.95,4.91,4.83,f,2.08
within an hour,1,1,t,Entire home,Entire home/apt,11,2.5 baths,4,6,3500,4.91,4.93,4.93,5,5,4.91,4.86,t,1.55
within an hour,1,1,t,Entire condo,Entire home/apt,5,1 bath,2,4,1190,4.9,4.95,4.95,5,4.95,4.95,4.9,f,0.68
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,1184,4.82,4.88,4.93,4.88,4.92,4.64,4.83,f,3.28
within an hour,1,1,t,Entire rental unit,Entire home/apt,3,1 bath,1,2,1081,4.76,4.85,4.67,4.91,5,4.91,4.64,t,1.21
within an hour,0.98,1,t,Private room in rental unit,Private room,2,1 shared bath,1,1,700,4.25,4.42,4.83,4.25,4.25,4.92,4.25,t,0.41
within a few hours,0.92,0.97,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,500,,,,,,,,t,
within an hour,0.97,0.99,t,Private room in home,Private room,2,1 private bath,1,1,330,4.67,5,4.83,5,5,5,4.5,f,0.2
within an hour,1,1,t,Private room in home,Private room,1,1 private bath,1,1,400,,,,,,,,t,
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,6,2 baths,2,4,1276,4.89,4.98,4.95,4.95,4.94,4.88,4.89,f,2.27
within an hour,1,0.99,t,Private room in home,Private room,2,1 private bath,1,1,1400,4.92,4.92,4.96,4.96,4.92,4.8,4.84,f,1.07
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2 baths,2,3,1500,5,5,5,4.91,5,4.91,5,f,0.74
within an hour,1,0.99,t,Private room in home,Private room,2,1 private bath,1,1,1500,4.94,4.89,4.94,5,5,4.89,4.94,f,0.81
within an hour,1,0.99,t,Private room in home,Private room,2,1 private bath,1,1,1008,4.75,4.88,5,4.88,4.88,4.63,4.5,f,0.71
within an hour,1,0.99,t,Private room in home,Private room,2,1 private bath,1,1,1400,4.96,5,5,5,5,4.96,5,f,1.12
within an hour,1,0.99,t,Private room in home,Private room,2,1 private bath,1,1,999,4.83,4.91,4.91,4.91,4.91,4.83,4.87,f,1.04
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,550,,,,,,,,t,
within an hour,1,0.92,f,Entire guest suite,Entire home/apt,2,1 bath,1,1,500,4.82,4.91,4.91,4.82,4.91,4.73,4.45,t,0.79
within an hour,1,1,t,Private room in home,Private room,4,1 private bath,1,2,850,5,5,5,5,5,5,5,t,0.16
within a day,0.71,0.83,t,Entire home,Entire home/apt,16,13 baths,10,25,28000,,,,,,,,f,
a few days or more,0,0.25,t,Private room in condo,Private room,1,1 private bath,1,1,550,5,5,5,5,5,5,5,f,0.07
N/A,N/A,N/A,t,Private room in rental unit,Private room,2,5.5 baths,4,4,10000,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1.5 baths,2,2,1463,4.62,4.64,4.66,4.72,4.64,4.82,4.62,f,1.77
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1421,5,5,5,5,5,5,4.88,f,0.36
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,2,600,4.82,4.94,4.94,4.94,4.94,4.82,4.76,t,0.61
within an hour,1,0.98,t,Private room in rental unit,Private room,1,3.5 shared baths,1,,349,3,3.67,2.67,3.67,4,3.67,3,t,0.11
within a day,0.88,0.56,t,Private room in rental unit,Private room,1,2 shared baths,1,1,212,5,5,5,5,5,5,5,f,0.04
within an hour,1,0.97,t,Private room in rental unit,Private room,2,1 shared bath,1,1,479,4.91,4.91,4.73,4.77,5,4.91,4.91,f,0.77
within an hour,1,0.98,t,Private room in rental unit,Private room,1,2 shared baths,1,1,339,3.5,4.17,3.67,4.17,4.17,4.33,3.5,t,0.21
N/A,N/A,N/A,f,Private room in home,Private room,1,1.5 shared baths,1,1,1250,5,5,5,5,5,5,4.5,f,0.07
within an hour,1,0.97,t,Private room in home,Private room,2,1.5 baths,1,1,851,4.87,4.92,4.98,4.98,4.96,4.84,4.92,f,3.22
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,980,4.83,4.9,4.84,4.91,4.89,4.77,4.82,t,5.74
a few days or more,0,0,t,Entire rental unit,Entire home/apt,1,1 bath,1,1,743,,,,,,,,f,
within an hour,1,0.99,t,Entire loft,Entire home/apt,2,1 bath,1,1,1000,4.61,4.83,4.7,4.84,4.8,4.87,4.65,f,4.09
within a few hours,1,1,t,Private room in home,Private room,1,2 shared baths,1,1,300,4,5,5,5,4,4,4,f,0.06
within an hour,1,0.97,t,Private room in home,Private room,2,1.5 baths,1,1,704,4.82,4.89,4.89,4.93,5,4.89,4.82,f,1.24
within an hour,1,1,t,Entire loft,Entire home/apt,4,1 bath,1,1,1114,4.99,5,4.96,4.97,5,5,4.95,f,3.27
within an hour,1,1,t,Entire home,Entire home/apt,8,4 baths,4,4,5592,4.76,4.75,4.69,4.97,4.91,4.74,4.8,f,3.72
N/A,N/A,0,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2373,,,,,,,,f,
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,726,5,5,5,5,5,5,5,f,0.07
within an hour,0.98,1,t,Entire condo,Entire home/apt,6,2 baths,2,4,1322,4.82,4.91,4.92,4.98,4.94,5,4.86,t,2.45
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1800,4.23,4.85,4.92,4.23,4.23,4.92,4.54,t,0.51
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1452,4,4,5,4.33,3.67,4.67,4.67,t,1.32
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,908,4,4.2,4,4.2,4.2,4.1,4.1,t,0.72
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,743,4.69,4.88,4.74,4.8,4.79,4.8,4.6,f,2.46
within an hour,1,0.98,t,Entire serviced apartment,Entire home/apt,5,1 bath,2,2,508,4.89,4.86,4.54,4.83,4.86,4.6,4.74,t,1.45
N/A,N/A,0.94,f,Private room in loft,Private room,2,1 private bath,1,1,2500,5,5,5,4.5,5,5,5,f,0.3
N/A,N/A,1,f,Entire rental unit,Entire home/apt,6,2 baths,2,3,2599,5,5,5,5,5,5,5,f,0.04
within an hour,1,1,t,Room in hotel,Private room,2,1 bath,1,1,1907,5,5,5,4.75,4.25,5,5,t,0.16
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1800,,,,,,,,t,
N/A,N/A,N/A,t,Private room in home,Private room,2,1 private bath,1,1,300,,,,,,,,t,
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1600,4.68,4.47,4.89,4.58,4.53,5,4.58,t,0.66
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1800,4.64,4.92,4.92,4.88,4.44,4.84,4.64,t,0.86
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,1110,4.77,4.87,4.85,4.97,4.93,5,4.82,f,2.24
within an hour,0.8,0.91,t,Room in hotel,Private room,2,1 private bath,1,1,650,3.71,4.29,4.57,4,4.29,4.14,4,f,0.25
N/A,N/A,1,t,Private room in loft,Private room,2,1.5 baths,1,2,700,,,,,,,,f,
within a day,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,2158,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,1 bath,2,3,850,4.76,4.88,4.8,4.8,4.76,4.92,4.86,t,2.15
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,950,4.87,4.92,4.89,4.78,4.89,4.83,4.85,t,4.74
within an hour,1,1,t,Entire home,Entire home/apt,6,2 baths,3,5,1550,4.97,5,4.93,4.97,4.97,4.9,4.87,t,1.05
within an hour,0.8,0.91,t,Room in boutique hotel,Private room,4,1 private bath,1,2,900,4,4,4,4,4,4,4,f,0.25
within a day,0.88,0.33,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,1271,4.33,4.67,4,4.78,4.44,4.89,4.22,f,0.31
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,1331,4.85,4.91,4.96,4.92,4.94,4.98,4.8,f,6.07
N/A,N/A,0.94,f,Private room in loft,Private room,2,1 bath,1,1,2800,5,5,5,5,5,5,4,f,0.11
within an hour,1,1,t,Entire condo,Entire home/apt,4,1 bath,2,3,570,4.65,4.75,4.67,4.76,4.77,4.81,4.66,t,4.85
N/A,N/A,0.94,f,Private room in loft,Private room,2,1 bath,1,1,3000,,,,,,,,f,
within an hour,1,0.97,t,Private room in home,Private room,2,3 shared baths,1,2,351,4.66,4.56,4.47,4.63,4.56,4.75,4.66,f,1.1
within an hour,0.97,0.92,t,Private room in home,Private room,2,1 private bath,1,1,750,5,5,5,5,5,5,5,f,0.24
within an hour,1,1,t,Private room in earthen home,Private room,2,1.5 baths,1,1,451,4.78,4.84,4.77,4.91,4.66,4.91,4.82,t,3.83
N/A,N/A,N/A,t,Private room in home,Private room,2,1 private bath,1,1,962,4.82,4.93,4.93,4.89,4.82,4.86,4.61,t,0.99
N/A,N/A,N/A,t,Private room in home,Private room,2,1 private bath,1,1,962,4.64,4.79,4.97,4.76,4.73,4.88,4.67,t,1.14
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,984,4.85,4.88,4.9,4.96,4.92,5,4.8,f,2.91
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,984,4.79,4.73,4.89,4.93,4.93,4.95,4.7,f,4.28
within a few hours,1,0.99,t,Private room in bed and breakfast,Private room,2,1 private bath,1,1,1303,4.66,4.83,4.87,4.89,4.84,4.92,4.76,t,14.93
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,1110,4.87,4.93,4.96,4.96,4.95,4.98,4.81,f,5.02
N/A,N/A,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1854,4,5,5,5,5,4,3,f,0.03
N/A,N/A,N/A,t,Entire home/apt,Entire home/apt,3,2 baths,2,1,2350,,,,,,,,t,
within a day,0.5,0.67,t,Private room in home,Private room,2,1 shared bath,1,,500,,,,,,,,f,
within a few hours,0.7,0.56,t,Entire loft,Entire home/apt,2,1 bath,1,1,875,5,4.67,5,5,5,4.67,5,f,0.16
within an hour,0.9,0.95,t,Entire serviced apartment,Entire home/apt,4,1 bath,1,2,1300,4.86,4.9,4.57,4.95,4.9,5,4.71,t,0.74
within an hour,1,0.83,t,Entire condo,Entire home/apt,3,1 bath,2,2,373,5,5,4,5,4.5,5,4.5,f,2
N/A,N/A,0.94,f,Private room in loft,Private room,2,1 shared bath,1,1,3000,5,5,5,5,5,5,5,f,0.23
within an hour,1,1,t,Private room in home,Private room,2,1 private bath,1,1,1110,4.9,4.94,4.94,4.94,4.94,4.99,4.87,f,2.98
N/A,N/A,0.94,f,Private room in condo,Private room,2,1 private bath,1,1,2100,5,5,5,5,5,5,5,f,0.04
a few days or more,0.3,0.46,f,Private room in home,Private room,1,1 private bath,1,1,293,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,2 baths,2,2,1947,4.95,4.95,4.92,4.99,4.97,4.99,4.9,f,4.05
within an hour,1,0.97,t,Room in hotel,Private room,2,1 private bath,1,1,700,4.56,4.89,4.67,4.78,4.89,4.56,4.67,f,0.31
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,6,2 baths,2,5,1829,4.8,5,4.67,5,5,5,4.87,t,0.53
within an hour,0.98,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1198,4.54,4.68,4.82,4.54,4.46,4.74,4.58,f,1.77
within an hour,1,1,t,Private room in guest suite,Private room,2,1 private bath,1,1,420,5,5,5,5,5,5,4.96,f,0.95
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,689,5,5,5,5,5,4.88,5,f,0.29
within an hour,1,1,t,Private room in serviced apartment,Private room,1,1 shared bath,1,1,650,4.4,4.4,4.8,4.6,4.4,4.4,4.6,f,0.17
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,2 baths,1,1,2678,4.83,4.83,4.67,4.75,5,5,4.58,t,0.54
within a few hours,1,0.67,f,Entire loft,Entire home/apt,3,1 bath,2,3,499,5,5,5,5,5,4,4,f,0.07
within an hour,1,1,t,Entire guest suite,Entire home/apt,1,1 bath,1,1,361,4.64,4.84,4.4,4.92,4.88,4.96,4.64,t,0.9
within an hour,1,1,t,Entire condo,Entire home/apt,4,2 baths,2,3,1950,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,980,4.42,4.63,4.52,4.69,4.52,4.85,4.44,t,1.83
within an hour,1,0.83,t,Entire rental unit,Entire home/apt,1,1 bath,1,,1700,,,,,,,,f,
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,5,2 baths,3,2,1583,4.91,4.91,4.73,4.89,4.91,4.98,4.84,f,1.53
within an hour,1,0.97,t,Room in hotel,Private room,2,1.5 baths,1,1,700,2,1,1,2,2,2,2,f,0.09
N/A,N/A,N/A,t,Entire loft,Entire home/apt,2,1 bath,1,1,753,4.82,4.87,4.89,4.82,4.93,4.82,4.71,f,1.6
within an hour,1,0.95,t,Entire condo,Entire home/apt,2,1 bath,1,1,763,4.88,4.93,4.95,4.95,4.98,4.83,4.8,f,1.67
within an hour,0.99,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,690,4.66,4.65,4.83,4.96,4.79,4.96,4.7,t,2.76
within an hour,1,0.99,t,Entire loft,Entire home/apt,2,1 bath,1,1,1079,4.75,4.75,4.81,4.9,4.9,4.94,4.67,f,1.66
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1006,4.41,4.51,4.22,4.81,4.46,4.46,4.41,t,1.56
within an hour,1,1,t,Entire rental unit,Entire home/apt,5,3 baths,2,4,2500,4.91,4.92,4.92,4.76,4.99,4.99,4.91,t,3.49
within an hour,1,0.95,t,Entire loft,Entire home/apt,2,1 bath,1,,800,5,5,5,5,5,4.75,5,f,0.16
within an hour,0.9,1,f,Private room in loft,Private room,2,1.5 baths,1,1,650,4.26,4.41,4.37,4.63,4.52,4.7,4.48,f,1
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,2313,4.9,5,4.9,5,5,5,4.9,t,0.45
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,1 bath,2,2,1533,5,5,4.75,4.92,5,4.75,5,t,0.47
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,552,4.89,4.9,4.94,4.97,4.97,4.67,4.92,f,2.18
within an hour,1,0.96,t,Private room in rental unit,Private room,2,1 private bath,1,1,510,5,5,4.89,5,5,5,4.89,f,0.35
within a few hours,0.9,0.08,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,430,5,5,5,5,5,5,5,f,1
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,1471,4.83,4.85,4.83,4.72,4.87,4.93,4.68,f,3.06
within a few hours,0.9,0.08,t,Entire rental unit,Entire home/apt,6,1 bath,2,2,500,4,4,4,5,5,5,4,f,0.03
N/A,N/A,N/A,t,Private room in home,Private room,2,1 private bath,1,1,962,4.83,4.83,4.93,4.9,4.9,4.77,4.73,t,1.04
within an hour,1,0.99,t,Entire home,Entire home/apt,15,3 baths,5,6,3849,4.72,4.82,4.66,4.74,4.88,4.88,4.7,f,1.94
within an hour,1,0.94,t,Entire condo,Entire home/apt,6,2 baths,3,4,1404,4.69,4.9,4.9,4.79,4.69,4.86,4.72,f,1.05
within an hour,1,1,t,Entire condo,Entire home/apt,5,1 bath,2,3,740,4.97,4.95,4.95,5,5,4.95,4.92,f,1.4
within an hour,1,1,t,Entire serviced apartment,Entire home/apt,3,1 bath,1,3,1300,4.88,4.88,4.88,4.94,4.94,4.94,4.75,f,0.56
within an hour,0.98,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1076,4.64,4.71,4.53,4.9,4.69,4.94,4.66,f,3.07
within an hour,1,1,t,Entire loft,Entire home/apt,2,1 bath,1,1,850,3.5,3.67,4.5,3.5,4.17,4.83,3.5,f,0.5
within an hour,0.95,1,t,Entire rental unit,Entire home/apt,2,2.5 baths,2,1,1114,4.48,4.48,4.42,4.71,4.61,4.74,4.42,t,1.08
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,1543,4.49,4.71,4.57,4.86,4.71,4.97,4.54,t,1.21
within an hour,0.9,0.98,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,275,4.2,4.32,4,4.2,4.44,4.52,4.16,f,0.94
a few days or more,0,0.56,t,Private room in rental unit,Private room,2,1.5 shared baths,1,1,1500,4.33,4.33,4,5,5,5,4.33,f,0.13
within an hour,1,1,t,Private room in rental unit,Private room,1,1 private bath,1,1,900,3.5,4,3.67,3.33,3.67,4.83,4,t,0.3
N/A,N/A,N/A,t,Private room in home,Private room,2,1 bath,,,962,4.64,4.79,4.83,4.71,4.69,4.79,4.48,t,1.45
N/A,N/A,N/A,t,Private room in home,Private room,2,1 private bath,,,1069,4.59,4.68,4.78,4.9,4.73,4.83,4.66,t,1.42
N/A,N/A,N/A,t,Private room in home,Private room,2,1 private bath,1,1,1117,4.59,4.64,4.72,4.61,4.63,4.73,4.58,t,2.22
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,2,874,4.72,4.8,4.68,4.77,4.82,4.46,4.69,t,6.97
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,762,4.7,4.8,4.5,4.9,4.8,4.7,4.7,f,0.35
within an hour,0.99,0.99,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,690,5,4.86,5,5,5,5,4.86,t,0.31
within an hour,1,0.97,t,Room in hotel,Private room,4,1 private bath,1,2,1200,4.33,4.33,5,3.67,4.67,4.67,5,f,0.26
within an hour,0.97,0.92,t,Private room in home,Private room,1,1 private bath,1,1,500,5,5,5,5,5,5,5,f,0.07
within an hour,1,0.97,t,Private room in bed and breakfast,Private room,6,1 shared bath,1,3,1400,4.89,4.67,4.78,4.56,4.89,4.56,4.78,f,0.54
within a day,0.86,0.71,t,Private room in home,Private room,6,3 shared baths,2,4,599,,,,,,,,f,
N/A,N/A,N/A,t,Private room in home,Private room,2,1 bath,,,1117,4.71,4.73,4.78,4.62,4.7,4.73,4.75,t,2.2
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,9,1 bath,2,5,1001,4.79,4.92,4.73,4.87,4.92,4.95,4.8,f,4.83
N/A,N/A,1,f,Entire rental unit,Entire home/apt,4,1 bath,1,2,3248,,,,,,,,f,
N/A,N/A,1,f,Entire rental unit,Entire home/apt,4,1 bath,1,1,3248,,,,,,,,f,
within an hour,1,0.97,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,729,4.77,4.9,4.65,4.9,5,4.87,4.77,t,1.14
N/A,N/A,N/A,t,Private room in home,Private room,2,1.5 shared baths,1,2,881,,,,,,,,f,
within an hour,1,0.98,t,Private room in rental unit,Private room,1,2 shared baths,1,1,339,3.83,4,4.17,5,5,4.17,4.17,t,0.28
a few days or more,0.33,0.33,t,Room in hotel,Private room,2,1 shared bath,1,1,650,,,,,,,,f,
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,6,1 bath,1,4,609,4.74,4.9,4.86,4.89,4.82,4.98,4.74,f,3.09
within a few hours,1,0.8,t,Private room in home,Private room,2,1.5 shared baths,1,4,260,4.92,4.95,4.97,4.9,4.82,4.97,5,f,1.35
within an hour,1,0.94,t,Entire rental unit,Entire home/apt,3,1.5 baths,2,1,1368,4.91,4.95,4.84,4.98,4.93,4.98,4.81,f,1.49
within an hour,1,0.98,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,850,5,5,4.96,5,5,5,5,f,0.96
within an hour,0.98,1,t,Entire rental unit,Entire home/apt,6,2 baths,3,3,1190,4.68,4.82,4.72,4.84,4.81,4.9,4.77,t,4.19
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,3,558,4.76,4.74,4.8,4.88,4.74,4.93,4.78,f,4.18
within an hour,1,1,t,Entire condo,Entire home/apt,4,1 bath,2,2,600,4.7,4.78,4.91,4.87,4.7,4.96,4.87,t,0.81
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,3166,4.74,4.84,4.8,4.93,4.9,4.97,4.73,t,8.73
within an hour,1,1,t,Entire rental unit,Entire home/apt,6,2.5 baths,3,3,5048,4.8,4.84,4.81,4.92,4.91,4.98,4.76,t,9.64
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,3,3626,4.81,4.9,4.88,4.95,4.93,4.98,4.78,t,8.98
N/A,N/A,N/A,t,Entire rental unit,Entire home/apt,5,2 baths,2,3,1234,4.85,4.91,4.96,4.89,4.96,4.89,4.8,f,1.6
within an hour,1,0.94,t,Entire rental unit,Entire home/apt,6,3 baths,3,3,2260,4.91,4.91,4.82,4.98,4.96,4.93,4.84,f,1.61
within an hour,1,1,f,Entire home,Entire home/apt,8,2.5 baths,4,5,4000,,,,,,,,f,
N/A,N/A,0.94,f,Private room in loft,Private room,2,1 shared bath,1,1,1900,5,5,5,5,5,5,5,f,0.23
within an hour,1,0.96,t,Entire serviced apartment,Entire home/apt,4,1 bath,2,3,800,4.75,4.5,4.25,4.75,4.75,4.25,4.5,f,0.29
within an hour,1,0.99,t,Entire loft,Entire home/apt,4,1 bath,1,1,790,4.46,4.75,4.29,4.57,4.36,4.71,4.46,t,0.97
N/A,N/A,1,t,Entire rental unit,Entire home/apt,4,2 baths,2,2,1649,5,4.89,5,5,5,5,5,f,0.33
within an hour,1,0.94,t,Entire rental unit,Entire home/apt,2,1.5 baths,1,1,1143,4.94,4.94,4.87,4.97,5,4.97,4.9,f,1.1
within an hour,1,0.94,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,918,4.88,4.9,4.83,4.69,4.9,4.95,4.71,f,1.47
within an hour,0.98,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,,1000,4.52,4.63,4.61,4.91,4.7,4.94,4.58,f,3.43
N/A,N/A,1,f,Private room in condo,Private room,2,1 private bath,1,2,485,4.57,4.52,4.52,4.78,4.74,4.83,4.61,t,1.01
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,808,4.45,4.64,4.29,4.89,4.86,5,4.41,f,1.99
within an hour,1,1,t,Entire rental unit,Entire home/apt,4,1 bath,2,3,918,4.81,4.8,4.77,4.94,4.93,4.86,4.81,f,5.5
within a day,1,0.69,t,Entire home,Entire home/apt,6,2.5 baths,4,4,1250,4.8,4.9,4.73,5,4.93,4.93,4.9,f,1.14
within an hour,1,1,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,660,4.76,4.78,4.78,4.85,4.98,4.83,4.7,f,2.97
within a day,0.75,1,t,Entire condo,Entire home/apt,2,1.5 baths,1,,1300,5,5,4.83,4.83,5,5,4.83,f,0.21
N/A,N/A,1,f,Entire rental unit,Entire home/apt,4,1 bath,1,2,3248,,,,,,,,f,
within an hour,1,1,t,Entire rental unit,Entire home/apt,8,2.5 baths,4,4,3613,4.69,4.59,4.78,4.78,4.73,4.9,4.69,t,2.88
within a few hours,1,0.91,t,Entire rental unit,Entire home/apt,2,2 baths,1,1,5070,4.93,4.93,5,5,5,4.93,4.93,f,0.56
N/A,N/A,0,t,Entire condo,Entire home/apt,2,2 baths,2,1,3000,4.4,4.8,3.8,4.4,4.8,4.6,4.2,f,0.22
within a few hours,1,0.98,t,Entire rental unit,Entire home/apt,2,1 bath,1,1,1903,4.9,4.95,4.95,4.97,4.96,4.95,4.87,f,2.71
within an hour,1,1,t,Holiday park,Entire home/apt,8,4.5 baths,2,4,5990,4.8,5,4.8,4.8,5,4.8,5,t,0.18
within an hour,0.91,0.86,f,Entire home,Entire home/apt,8,2.5 baths,4,7,2900,5,5,5,5,5,4.5,5,f,0.07
within an hour,1,0.99,t,Entire rental unit,Entire home/apt,4,1 bath,1,3,573,4.69,4.81,4.72,4.85,4.75,4.97,4.7,f,3.58
